,old_link,image,item_in_class_art,item,link,primary,secondary
606,https://www.minted.com//product/wall-art-prints/MIN-FJI-GNA/corn-field,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,615art.jpg,606art.jpg,https://www.minted.com//product/wall-art-prints/MIN-FJI-GNA/corn-field,[234.91627866 233.71954284 233.18963378],[99.7938553  94.72375289 88.63594318]
607,https://www.minted.com//product/wall-art-prints/MIN-H4R-GNA/ocean-water-landscape,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,616art.jpg,607art.jpg,https://www.minted.com//product/wall-art-prints/MIN-H4R-GNA/ocean-water-landscape,[213.9667573  211.19188891 207.0424923 ],[57.46389649 84.72403437 73.43936283]
608,https://www.minted.com//product/wall-art-prints/MIN-OV4-GNA/surfing-two-1,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,617art.jpg,608art.jpg,https://www.minted.com//product/wall-art-prints/MIN-OV4-GNA/surfing-two-1,[221.82226267 220.24329418 220.79981798],[73.50109002 71.73441373 72.49257891]
609,https://www.minted.com//product/wall-art-prints/MIN-Z0B-GNA/deep-blue-bay,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,618art.jpg,609art.jpg,https://www.minted.com//product/wall-art-prints/MIN-Z0B-GNA/deep-blue-bay,[ 52.75538834 104.9894131  164.4298413 ],[182.30882288 187.09559966 197.74565961]
610,https://www.minted.com//product/wall-art-prints/MIN-088-GNA/dreaming-of-caramels,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,619art.jpg,610art.jpg,https://www.minted.com//product/wall-art-prints/MIN-088-GNA/dreaming-of-caramels,[190.33605213 188.6984624  190.02019428],[145.92158539 144.41338692 145.52181628]
611,https://www.minted.com//product/wall-art-prints/MIN-6M0-GNA/tower-2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,620art.jpg,611art.jpg,https://www.minted.com//product/wall-art-prints/MIN-6M0-GNA/tower-2,[205.60147858 194.23857374 181.4892443 ],[78.52462109 65.46983113 65.1886581 ]
612,https://www.minted.com//product/wall-art-prints/MIN-P94-GNA/dominant-spirit,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,621art.jpg,612art.jpg,https://www.minted.com//product/wall-art-prints/MIN-P94-GNA/dominant-spirit,[138.16770935 118.0208395  113.60419749],[210.46969155 195.40159728 190.26996946]
613,https://www.minted.com//product/wall-art-prints/MIN-YL5-GNA/mokuren03,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,622art.jpg,613art.jpg,https://www.minted.com//product/wall-art-prints/MIN-YL5-GNA/mokuren03,[164.63195375 135.73264354 129.4573511 ],[229.77772459 219.271322   216.21847907]
614,https://www.minted.com//product/wall-art-prints/MIN-N4A-GNA/painted-venice-cityscape,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,623art.jpg,614art.jpg,https://www.minted.com//product/wall-art-prints/MIN-N4A-GNA/painted-venice-cityscape,[214.29776934 211.47554512 211.51447513],[92.7769601  93.39383371 87.60149275]
615,https://www.minted.com//product/wall-art-prints/MIN-GRC-GNA/mokuren-02,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,624art.jpg,615art.jpg,https://www.minted.com//product/wall-art-prints/MIN-GRC-GNA/mokuren-02,[185.534801   153.23591617 132.43957893],[86.26020003 62.19302103 68.82362112]
616,https://www.minted.com//product/wall-art-prints/MIN-D6N-GNA/ivy,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,625art.jpg,616art.jpg,https://www.minted.com//product/wall-art-prints/MIN-D6N-GNA/ivy,[121.57597455 116.90959683 116.66338711],[198.92969295 192.95287992 194.72130714]
617,https://www.minted.com//product/wall-art-prints/MIN-518-GNA/crocodile-1,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,626art.jpg,617art.jpg,https://www.minted.com//product/wall-art-prints/MIN-518-GNA/crocodile-1,[132.55538763 124.74709438 118.63663843],[220.60625565 210.75461505 204.39874969]
618,https://www.minted.com//product/domino-art-prints/MIN-UZ4-DNA/yield,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,627art.jpg,618art.jpg,https://www.minted.com//product/domino-art-prints/MIN-UZ4-DNA/yield,[184.77419355 184.77419355 184.77419355],[116.47692308 116.47692308 116.47692308]
619,https://www.minted.com//product/wall-art-prints/MIN-FR3-GNA/fern-gully-2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,628art.jpg,619art.jpg,https://www.minted.com//product/wall-art-prints/MIN-FR3-GNA/fern-gully-2,[211.70386299 180.48117741 171.27143569],[ 82.69660908 107.66918209 122.02930305]
620,https://www.minted.com//product/wall-art-prints/MIN-WSL-GNA/capitol-records-at-dusk,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,629art.jpg,620art.jpg,https://www.minted.com//product/wall-art-prints/MIN-WSL-GNA/capitol-records-at-dusk,[58.67400764 71.268642   88.20360631],[172.06308811 179.22302716 181.26786605]
621,https://www.minted.com//product/wall-art-prints/MIN-45F-MGA/painted-canyon-5,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,630art.jpg,621art.jpg,https://www.minted.com//product/wall-art-prints/MIN-45F-MGA/painted-canyon-5,[146.43815181 118.71625541  99.05084348],[219.28029298 208.58394086 196.51912845]
622,https://www.minted.com//product/wall-art-prints/MIN-0SL-MGA/painted-canyon-2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,631art.jpg,622art.jpg,https://www.minted.com//product/wall-art-prints/MIN-0SL-MGA/painted-canyon-2,[190.9104693  157.03410034 163.58276994],[137.12141611 118.54424197 128.62260602]
623,https://www.minted.com//product/wall-art-prints/MIN-A80-GNA/son,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,632art.jpg,623art.jpg,https://www.minted.com//product/wall-art-prints/MIN-A80-GNA/son,[227.43941194 221.86971245 213.82009916],[146.78128646 142.31662048 110.27970026]
624,https://www.minted.com//product/wall-art-prints/MIN-65Z-MGA/traveling-tunnel,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,633art.jpg,624art.jpg,https://www.minted.com//product/wall-art-prints/MIN-65Z-MGA/traveling-tunnel,[213.67299944 212.22517834 212.94879387],[158.64408805 158.03957361 158.34251513]
625,https://www.minted.com//product/wall-art-prints/MIN-SXC-GNA/cascade-harbor,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,635art.jpg,625art.jpg,https://www.minted.com//product/wall-art-prints/MIN-SXC-GNA/cascade-harbor,[52.9219191  44.05122262 61.60655584],[189.88450429 133.66788337 158.17146881]
626,https://www.minted.com//product/wall-art-prints/MIN-013-GNA/parisian-windows,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,636art.jpg,626art.jpg,https://www.minted.com//product/wall-art-prints/MIN-013-GNA/parisian-windows,[197.24036561 197.24036561 197.24036561],[121.85194525 121.85194525 121.85194525]
627,https://www.minted.com//product/wall-art-prints/MIN-B05-GNA/above-the-fog,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,637art.jpg,627art.jpg,https://www.minted.com//product/wall-art-prints/MIN-B05-GNA/above-the-fog,[157.47687674 157.50260128 160.40696652],[211.72583831 211.17289038 213.80334797]
628,https://www.minted.com//product/wall-art-prints/MIN-3UD-GNA/morning-river,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,638art.jpg,628art.jpg,https://www.minted.com//product/wall-art-prints/MIN-3UD-GNA/morning-river,[183.33964126 208.32324031 213.89129647],[ 37.43470807  95.96972038 112.07857246]
629,https://www.minted.com//product/wall-art-prints/MIN-6E1-GNA/outside-looking-in,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,639art.jpg,629art.jpg,https://www.minted.com//product/wall-art-prints/MIN-6E1-GNA/outside-looking-in,[210.30216542 196.24026778 181.29540689],[134.20134683 112.79529798  94.2790991 ]
630,https://www.minted.com//product/wall-art-prints/MIN-IYA-GNA/city-squares-1,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,640art.jpg,630art.jpg,https://www.minted.com//product/wall-art-prints/MIN-IYA-GNA/city-squares-1,[219.4167801  203.86527297 198.97951871],[166.39910543 120.88864243 104.90655812]
631,https://www.minted.com//product/wall-art-prints/MIN-OT4-GNA/mountain-range,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,641art.jpg,631art.jpg,https://www.minted.com//product/wall-art-prints/MIN-OT4-GNA/mountain-range,[113.31537903 107.07484774 108.42918719],[142.08555688 158.11843722 163.92390101]
632,https://www.minted.com//product/wall-art-prints/MIN-CON-GNA/ski-lift,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,642art.jpg,632art.jpg,https://www.minted.com//product/wall-art-prints/MIN-CON-GNA/ski-lift,[229.70782128 228.23680971 230.79448436],[18.63099553 42.17791761 60.06570021]
633,https://www.minted.com//product/domino-art-prints/MIN-06Y-DNA/iconic-lifeguard-tower,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,643art.jpg,633art.jpg,https://www.minted.com//product/domino-art-prints/MIN-06Y-DNA/iconic-lifeguard-tower,[203.89662925 197.22374224 191.41770868],[ 88.55835099 103.66588515 100.35628297]
634,https://www.minted.com//product/wall-art-prints/MIN-95E-GNA/surround-me,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,644art.jpg,634art.jpg,https://www.minted.com//product/wall-art-prints/MIN-95E-GNA/surround-me,[ 88.92823934 110.17534757  84.96997058],[184.50271606 197.02616691 187.09857308]
635,https://www.minted.com//product/wall-art-prints/MIN-579-MGA/do-it-anyway-2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,645art.jpg,635art.jpg,https://www.minted.com//product/wall-art-prints/MIN-579-MGA/do-it-anyway-2,[205.36467548 190.879686   177.19508101],[58.92248585 60.85766431 46.30238298]
636,https://www.minted.com//product/wall-art-prints/MIN-1JF-GNA/rush-i,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,646art.jpg,636art.jpg,https://www.minted.com//product/wall-art-prints/MIN-1JF-GNA/rush-i,[116.24660998 145.73835344 158.0471293 ],[204.36156442 216.80522098 220.90843122]
637,https://www.minted.com//product/wall-art-prints/MIN-UVA-GNA/rush-ii,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,647art.jpg,637art.jpg,https://www.minted.com//product/wall-art-prints/MIN-UVA-GNA/rush-ii,[219.97303018 215.67294026 205.99649846],[116.05331421 118.81486081 115.48905467]
638,https://www.minted.com//product/wall-art-prints/MIN-IE2-GNA/layered-shapes,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,648art.jpg,638art.jpg,https://www.minted.com//product/wall-art-prints/MIN-IE2-GNA/layered-shapes,[220.92788847 216.59109682 205.57597242],[117.63602354 106.49377743  65.79602704]
639,https://www.minted.com//product/wall-art-prints/MIN-UVL-GNA/city-squares-2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,649art.jpg,639art.jpg,https://www.minted.com//product/wall-art-prints/MIN-UVL-GNA/city-squares-2,[ 88.75670459 143.58660968 158.84840051],[180.71913607 195.07185452 197.44938229]
640,https://www.minted.com//product/wall-art-prints/MIN-0AI-GOA/breathe,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,650art.jpg,640art.jpg,https://www.minted.com//product/wall-art-prints/MIN-0AI-GOA/breathe,[186.49944931 188.26230288 177.72171882],[56.16998752 86.3419226  53.81804411]
641,https://www.minted.com//product/wall-art-prints/MIN-DQD-GNA/west-coast,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,651art.jpg,641art.jpg,https://www.minted.com//product/wall-art-prints/MIN-DQD-GNA/west-coast,[78.9747188  78.9747188  78.93327035],[163.9369055  163.9369055  163.77555216]
642,https://www.minted.com//product/wall-art-prints/MIN-0BA-GOA/connectivity,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,652art.jpg,642art.jpg,https://www.minted.com//product/wall-art-prints/MIN-0BA-GOA/connectivity,[210.13673715 207.13350524 197.14339579],[ 23.88994075 119.22039347 124.54939278]
643,https://www.minted.com//product/wall-art-prints/MIN-RCI-GNA/larue-no2,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,653art.jpg,643art.jpg,https://www.minted.com//product/wall-art-prints/MIN-RCI-GNA/larue-no2,[117.92444068 117.5890353  102.06259368],[200.88150186 197.52823978 187.043573  ]
644,https://www.minted.com//product/wall-art-prints/MIN-A5S-GNA/balboa-park,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,654art.jpg,644art.jpg,https://www.minted.com//product/wall-art-prints/MIN-A5S-GNA/balboa-park,[224.03815712 215.31468243 204.98453205],[161.71188475 154.93177271 148.24009604]
645,https://www.minted.com//product/domino-art-prints/MIN-XKN-DNA/organism-1b,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,655art.jpg,645art.jpg,https://www.minted.com//product/domino-art-prints/MIN-XKN-DNA/organism-1b,[199.60269972 209.22681683 210.9484653 ],[100.84242813 106.26330139  86.83841867]
646,https://www.minted.com//product/wall-art-prints/MIN-DHT-GNA/storm-swell,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,656art.jpg,646art.jpg,https://www.minted.com//product/wall-art-prints/MIN-DHT-GNA/storm-swell,[191.75484745 198.97026682 203.8433879 ],[154.07103741 173.59338604 179.16471269]
647,https://www.minted.com//product/wall-art-prints/MIN-1U4-GNA/blue-cactus,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,657art.jpg,647art.jpg,https://www.minted.com//product/wall-art-prints/MIN-1U4-GNA/blue-cactus,[ 91.12951647  90.15646285 124.60640382],[203.14027044 174.12564372 169.34617391]
648,https://www.minted.com//product/wall-art-prints/MIN-XY3-GNA/pining-for-pineapple,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,658art.jpg,648art.jpg,https://www.minted.com//product/wall-art-prints/MIN-XY3-GNA/pining-for-pineapple,[221.67019025 218.60663345 170.65895262],[52.08795    49.70173851 52.31730309]
649,https://www.minted.com//product/wall-art-prints/MIN-S0S-MGA/sea-glass-no-5,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,659art.jpg,649art.jpg,https://www.minted.com//product/wall-art-prints/MIN-S0S-MGA/sea-glass-no-5,[225.15139412 209.51017577 184.10733723],[ 24.11975443  37.72768046 182.91122732]
650,https://www.minted.com//product/wall-art-prints/MIN-WMW-GNA/colorful-abstract-landscape,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,660art.jpg,650art.jpg,https://www.minted.com//product/wall-art-prints/MIN-WMW-GNA/colorful-abstract-landscape,[213.55281827 212.21348515 213.29557273],[111.91783163 111.74195319 111.87355391]
651,https://www.minted.com//product/wall-art-prints/MIN-YS2-GNA/the-edge,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,661art.jpg,651art.jpg,https://www.minted.com//product/wall-art-prints/MIN-YS2-GNA/the-edge,[210.0402607 183.4654471 145.0656096],[56.79751376 76.98419657 93.41806282]
652,https://www.minted.com//product/wall-art-prints/MIN-7E6-GNA/hawaiian-reef-abstract-painting,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,662art.jpg,652art.jpg,https://www.minted.com//product/wall-art-prints/MIN-7E6-GNA/hawaiian-reef-abstract-painting,[226.75022453 223.39994855 222.01289644],[127.85549199 133.44126621 119.42452326]
653,https://www.minted.com//product/wall-art-prints/MIN-M0R-GNA/summer-yellow-cactus,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,663art.jpg,653art.jpg,https://www.minted.com//product/wall-art-prints/MIN-M0R-GNA/summer-yellow-cactus,[194.22911146 199.02309556 196.91471485],[154.7044923  169.16880109 158.30518497]
654,https://www.minted.com//product/wall-art-prints/MIN-RF8-GNA/fullness-ii,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,664art.jpg,654art.jpg,https://www.minted.com//product/wall-art-prints/MIN-RF8-GNA/fullness-ii,[223.51329902 223.23899065 223.06456341],[23.17696641 23.16084791 23.14971069]
655,https://www.minted.com//product/wall-art-prints/MIN-4LY-GNA/8th-street-tower,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,665art.jpg,655art.jpg,https://www.minted.com//product/wall-art-prints/MIN-4LY-GNA/8th-street-tower,[200.43089677 153.31453685 149.43078631],[59.39167721 46.278206   65.58686123]
656,https://www.minted.com//product/wall-art-prints/MIN-6EQ-GNA/its-a-party-in-the-usa,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,666art.jpg,656art.jpg,https://www.minted.com//product/wall-art-prints/MIN-6EQ-GNA/its-a-party-in-the-usa,[59.83118914 86.00582646 50.99761467],[160.40161183 153.51078611 133.93021593]
657,https://www.minted.com//product/wall-art-prints/MIN-15S-GNA/architecture-of-flow,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,667art.jpg,657art.jpg,https://www.minted.com//product/wall-art-prints/MIN-15S-GNA/architecture-of-flow,[214.94448142 166.87210089 155.3409748 ],[67.04016668 35.32911186 29.59019528]
658,https://www.minted.com//product/wall-art-prints/MIN-PNK-GNA/southbeach-1a,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,668art.jpg,658art.jpg,https://www.minted.com//product/wall-art-prints/MIN-PNK-GNA/southbeach-1a,[199.05900106 214.53493285 212.56464895],[63.02619205 75.14760121 65.09771508]
659,https://www.minted.com//product/wall-art-prints/MIN-V17-GNA/color-block,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,669art.jpg,659art.jpg,https://www.minted.com//product/wall-art-prints/MIN-V17-GNA/color-block,[219.83993725 216.81902039 209.2932822 ],[216.26544137 195.74020192  50.68802485]
660,https://www.minted.com//product/wall-art-prints/MIN-VRH-GNA/i-remember,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,670art.jpg,660art.jpg,https://www.minted.com//product/wall-art-prints/MIN-VRH-GNA/i-remember,[227.48592185 225.93972641 225.66158106],[54.28755948 49.98369967 53.10019303]
661,https://www.minted.com//product/wall-art-prints/MIN-URW-GNA/flags,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,671art.jpg,661art.jpg,https://www.minted.com//product/wall-art-prints/MIN-URW-GNA/flags,[228.15025444 227.16473466 226.98429181],[48.29102933 48.67653358 48.52690911]
662,https://www.minted.com//product/wall-art-prints/MIN-5Q1-GNA/budding-peony,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,672art.jpg,662art.jpg,https://www.minted.com//product/wall-art-prints/MIN-5Q1-GNA/budding-peony,[113.20472496 109.11307053 103.51853094],[219.02106525 217.35523016 215.55492662]
663,https://www.minted.com//product/wall-art-prints/MIN-4QE-GNA/leaf-it-alone,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,673art.jpg,663art.jpg,https://www.minted.com//product/wall-art-prints/MIN-4QE-GNA/leaf-it-alone,[166.52594461 181.05869243 140.92524522],[140.77220688 181.21825588 174.20237659]
664,https://www.minted.com//product/wall-art-prints/MIN-VDZ-GNA/synapse,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,674art.jpg,664art.jpg,https://www.minted.com//product/wall-art-prints/MIN-VDZ-GNA/synapse,[185.48684701 184.76894962 184.57982587],[38.59245143 38.42708228 38.55923043]
665,https://www.minted.com//product/wall-art-prints/MIN-M3S-GNA/sdot-yam-beach,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,675art.jpg,665art.jpg,https://www.minted.com//product/wall-art-prints/MIN-M3S-GNA/sdot-yam-beach,[205.15684563 203.82221649 204.8651236 ],[66.01388279 65.83483768 66.04689947]
666,https://www.minted.com//product/wall-art-prints/MIN-PC9-GNA/together-at-sunrise,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,676art.jpg,666art.jpg,https://www.minted.com//product/wall-art-prints/MIN-PC9-GNA/together-at-sunrise,[232.79028527 229.15212363 229.98808287],[104.40845736  88.87785475  86.55493222]
667,https://www.minted.com//product/wall-art-prints/MIN-S63-GNA/photo-abstract,http://mintedcdn0.global.ssl.fastly.net/files/mintedProductsImages/MIN/GOA/QHZ/MIN-QHZ-GOA-002A_A_PD.jpg?_=16702&mntd_prf=OldCategory:Product,677art.jpg,667art.jpg,https://www.minted.com//product/wall-art-prints/MIN-S63-GNA/photo-abstract,[218.52067008 203.54550697 199.34873978],[147.57394734 125.30952381  54.33653328]
